id,label,community
AARS1,AARS1,1
AASDHPPT,AASDHPPT,1
ACTB,ACTB,1
ACVR1,ACVR1,1
ADAM12,ADAM12,1
ADAM8,ADAM8,1
ADAMTS12,ADAMTS12,1
ADAMTS2,ADAMTS2,1
ADM,ADM,1
AEBP1,AEBP1,1
AGFG1,AGFG1,1
AGL,AGL,1
AKR1C1,AKR1C1,1
AKT3,AKT3,1
ALDH1B1,ALDH1B1,1
ALOX5AP,ALOX5AP,1
ANKH,ANKH,1
ANTXR1,ANTXR1,1
ANXA5,ANXA5,1
APLN,APLN,1
ARPC2,ARPC2,1
ASH2L,ASH2L,1
ASPN,ASPN,1
ATF2,ATF2,1
ATG5,ATG5,1
ATP13A3,ATP13A3,1
ATPSCKMT,ATPSCKMT,1
AXL,AXL,1
B3GNT9,B3GNT9,1
BAG4,BAG4,1
BGN,BGN,1
BPNT2,BPNT2,1
BRI3,BRI3,1
C11orf24,C11orf24,1
C1QTNF3,C1QTNF3,1
C1QTNF6,C1QTNF6,1
C2orf69,C2orf69,1
C5AR1,C5AR1,1
C5orf38,C5orf38,1
C6orf141,C6orf141,1
CADM1,CADM1,1
CALD1,CALD1,1
CAMK2N1,CAMK2N1,1
CARM1,CARM1,1
CASP14,CASP14,1
CCDC127,CCDC127,1
CCN4,CCN4,1
CCR1,CCR1,1
CD24,CD24,1
CD276,CD276,1
CD300A,CD300A,1
CD55,CD55,1
CDH11,CDH11,1
CEMIP,CEMIP,1
CEMIP2,CEMIP2,1
CERCAM,CERCAM,1
CHST11,CHST11,1
CILP,CILP,1
CILP2,CILP2,1
CLEC2B,CLEC2B,1
CLIC4,CLIC4,1
CLPTM1L,CLPTM1L,1
CMTM3,CMTM3,1
COL10A1,COL10A1,1
COL11A1,COL11A1,1
COL12A1,COL12A1,1
COL15A1,COL15A1,1
COL1A1,COL1A1,1
COL1A2,COL1A2,1
COL3A1,COL3A1,1
COL4A1,COL4A1,1
COL5A1,COL5A1,1
COL5A2,COL5A2,1
COL5A3,COL5A3,1
COL6A1,COL6A1,1
COL6A2,COL6A2,1
COL6A3,COL6A3,1
COL8A1,COL8A1,1
COL8A2,COL8A2,1
COLGALT1,COLGALT1,1
COMP,COMP,1
COPS8,COPS8,1
CORO1C,CORO1C,1
CRABP1,CRABP1,1
CRISP3,CRISP3,1
CSGALNACT2,CSGALNACT2,1
CTHRC1,CTHRC1,1
CTSB,CTSB,1
CTSK,CTSK,1
CTSL,CTSL,1
CYTH3,CYTH3,1
DAB2,DAB2,1
DACT1,DACT1,1
DAP,DAP,1
DDHD2,DDHD2,1
DNAJC10,DNAJC10,1
DPY19L1,DPY19L1,1
DPYSL3,DPYSL3,1
DYNLT3,DYNLT3,1
EDIL3,EDIL3,1
EDNRA,EDNRA,1
EFEMP2,EFEMP2,1
EGLN3,EGLN3,1
EIF4EBP1,EIF4EBP1,1
EMP3,EMP3,1
ENO1,ENO1,1
ENO2,ENO2,1
ENPP1,ENPP1,1
EPRS1,EPRS1,1
EPYC,EPYC,1
ERLIN2,ERLIN2,1
ERO1A,ERO1A,1
F13A1,F13A1,1
F2R,F2R,1
FAM177A1,FAM177A1,1
FAM229B,FAM229B,1
FAP,FAP,1
FBN1,FBN1,1
FBXL7,FBXL7,1
