id,label,community
ACER3,ACER3,12
ACTG1,ACTG1,12
ADAM15,ADAM15,12
ADIPOR1,ADIPOR1,12
AK2,AK2,12
AK4,AK4,12
AKIRIN1,AKIRIN1,12
ALAS1,ALAS1,12
AOX1,AOX1,12
AP1B1,AP1B1,12
AP1S2,AP1S2,12
AP2B1,AP2B1,12
AP3D1,AP3D1,12
APH1A,APH1A,12
APOC1,APOC1,12
APOL1,APOL1,12
APOL2,APOL2,12
AQP5,AQP5,12
ARHGDIA,ARHGDIA,12
ARHGDIB,ARHGDIB,12
ASPH,ASPH,12
ATP5PB,ATP5PB,12
B2M,B2M,12
BCL9,BCL9,12
BID,BID,12
BLNK,BLNK,12
BSDC1,BSDC1,12
BST2,BST2,12
C1QB,C1QB,12
C1orf216,C1orf216,12
C1orf43,C1orf43,12
CADPS2,CADPS2,12
CAMK2D,CAMK2D,12
CANT1,CANT1,12
CAP1,CAP1,12
CASC3,CASC3,12
CASP6,CASP6,12
CCNO,CCNO,12
CCT3,CCT3,12
CDC6,CDC6,12
CDCP1,CDCP1,12
CDK2AP1,CDK2AP1,12
CISD3,CISD3,12
CISH,CISH,12
CLDN1,CLDN1,12
CLPSL1,CLPSL1,12
CNIH1,CNIH1,12
COPA,COPA,12
CORO2A,CORO2A,12
CP,CP,12
CPT1A,CPT1A,12
CPVL,CPVL,12
CRABP2,CRABP2,12
CREB3L4,CREB3L4,12
CSF3R,CSF3R,12
CSRNP2,CSRNP2,12
CSTF3,CSTF3,12
CTSD,CTSD,12
CWC25,CWC25,12
CYB561,CYB561,12
CYFIP1,CYFIP1,12
CYP4Z1,CYP4Z1,12
DAP3,DAP3,12
DDIT4,DDIT4,12
DDX52,DDX52,12
DEDD,DEDD,12
DENND2D,DENND2D,12
DHX58,DHX58,12
DNAAF5,DNAAF5,12
DNAJC22,DNAJC22,12
DNALI1,DNALI1,12
DOCK8,DOCK8,12
DOP1B,DOP1B,12
DPAGT1,DPAGT1,12
DPH2,DPH2,12
DPP3,DPP3,12
DRAM2,DRAM2,12
DUSP14,DUSP14,12
EBNA1BP2,EBNA1BP2,12
EDN2,EDN2,12
EIF2B3,EIF2B3,12
EIF2D,EIF2D,12
EIF3I,EIF3I,12
ELF3,ELF3,12
ELOVL1,ELOVL1,12
EMB,EMB,12
ENTPD6,ENTPD6,12
EPHB3,EPHB3,12
EPN3,EPN3,12
EPOP,EPOP,12
ERAL1,ERAL1,12
ERBB2,ERBB2,12
ERGIC1,ERGIC1,12
ETNK2,ETNK2,12
F11R,F11R,12
FAM189B,FAM189B,12
FAM222B,FAM222B,12
FAT1,FAT1,12
FBXL20,FBXL20,12
FBXO9,FBXO9,12
FHOD1,FHOD1,12
FLAD1,FLAD1,12
FLOT2,FLOT2,12
FOXK2,FOXK2,12
FRMD8,FRMD8,12
FTSJ3,FTSJ3,12
GBP2,GBP2,12
GGNBP2,GGNBP2,12
GIT1,GIT1,12
GLRX,GLRX,12
GMDS,GMDS,12
GMEB1,GMEB1,12
GOLM1,GOLM1,12
GPATCH4,GPATCH4,12
GPRC5C,GPRC5C,12
GRAMD4,GRAMD4,12
GRB7,GRB7,12
GRINA,GRINA,12
HAX1,HAX1,12
HDAC1,HDAC1,12
HDGF,HDGF,12
HDLBP,HDLBP,12
HECTD3,HECTD3,12
HERC6,HERC6,12
HLA-A,HLA-A,12
HLA-B,HLA-B,12
HLA-DQA2,HLA-DQA2,12
HLA-F,HLA-F,12
HNRNPF,HNRNPF,12
HPX,HPX,12
ICAM1,ICAM1,12
ID2,ID2,12
IDH2,IDH2,12
IFI16,IFI16,12
IFI27,IFI27,12
IFI6,IFI6,12
IFITM3,IFITM3,12
IFT20,IFT20,12
IGSF9,IGSF9,12
IL6R,IL6R,12
INTS3,INTS3,12
IPO9,IPO9,12
IRF1,IRF1,12
ISG15,ISG15,12
ISG20L2,ISG20L2,12
ITGB6,ITGB6,12
JPT1,JPT1,12
KDM5B,KDM5B,12
KIAA0100,KIAA0100,12
KIAA1522,KIAA1522,12
KLHL12,KLHL12,12
KRT10,KRT10,12
KRT19,KRT19,12
KRT23,KRT23,12
KRT8,KRT8,12
KTN1,KTN1,12
LAD1,LAD1,12
LASP1,LASP1,12
LDAH,LDAH,12
LGALS3BP,LGALS3BP,12
LGALS9,LGALS9,12
LGMN,LGMN,12
LIG3,LIG3,12
LMNB2,LMNB2,12
LMO4,LMO4,12
LRG1,LRG1,12
LRRC41,LRRC41,12
LRRC59,LRRC59,12
LTF,LTF,12
LY6E,LY6E,12
MAN2B2,MAN2B2,12
MAP2K3,MAP2K3,12
MAPKAPK3,MAPKAPK3,12
MARCKSL1,MARCKSL1,12
MCM3AP,MCM3AP,12
MCUB,MCUB,12
MDM4,MDM4,12
MED24,MED24,12
MED8,MED8,12
MFSD2A,MFSD2A,12
MGAT4A,MGAT4A,12
MLLT6,MLLT6,12
MME,MME,12
MORC2,MORC2,12
MPHOSPH6,MPHOSPH6,12
MRPL45,MRPL45,12
MRPS15,MRPS15,12
MRPS23,MRPS23,12
MS4A4A,MS4A4A,12
MSL1,MSL1,12
MST1R,MST1R,12
MSTO1,MSTO1,12
MUC1,MUC1,12
MX1,MX1,12
MYCBP,MYCBP,12
MYO18A,MYO18A,12
MYORG,MYORG,12
NAGA,NAGA,12
NANOS1,NANOS1,12
NCSTN,NCSTN,12
NDUFS2,NDUFS2,12
NECTIN1,NECTIN1,12
NECTIN4,NECTIN4,12
NIPSNAP1,NIPSNAP1,12
NLE1,NLE1,12
NME1,NME1,12
NUFIP2,NUFIP2,12
OAS1,OAS1,12
OAT,OAT,12
OBP2B,OBP2B,12
OSBPL5,OSBPL5,12
P4HB,P4HB,12
PABPC4,PABPC4,12
PCGF2,PCGF2,12
PCNX3,PCNX3,12
PDE4B,PDE4B,12
PDIA3,PDIA3,12
PDXK,PDXK,12
PEF1,PEF1,12
PEX12,PEX12,12
PGAP3,PGAP3,12
PGAP6,PGAP6,12
PHF12,PHF12,12
PHLDA2,PHLDA2,12
PIGM,PIGM,12
PIGS,PIGS,12
PIGW,PIGW,12
PIK3R3,PIK3R3,12
PIP4K2B,PIP4K2B,12
PITX1,PITX1,12
PKM,PKM,12
PLAAT4,PLAAT4,12
PLEKHA6,PLEKHA6,12
PLEKHF1,PLEKHF1,12
PLXNA3,PLXNA3,12
PLXNB2,PLXNB2,12
POC1A,POC1A,12
PODXL2,PODXL2,12
POGK,POGK,12
POLDIP2,POLDIP2,12
PPFIBP2,PPFIBP2,12
PPIL2,PPIL2,12
PPP1R15B,PPP1R15B,12
PPP1R1B,PPP1R1B,12
PROM1,PROM1,12
PRRT3,PRRT3,12
PSMA4,PSMA4,12
PSMA5,PSMA5,12
PSMB3,PSMB3,12
PSMB8,PSMB8,12
PSMB9,PSMB9,12
PTPRF,PTPRF,12
PTRH2,PTRH2,12
PYCR1,PYCR1,12
PYGB,PYGB,12
RAB29,RAB29,12
RAB34,RAB34,12
RABIF,RABIF,12
RAN,RAN,12
RAPGEFL1,RAPGEFL1,12
RARA,RARA,12
RASD2,RASD2,12
RBBP5,RBBP5,12
RBM15B,RBM15B,12
RCC1,RCC1,12
RFX5,RFX5,12
RND1,RND1,12
