ID,GeneName,Community
6808,SLC26A11,6
6815,SLC29A3,6
6820,SLC2A8,6
6822,SLC30A5,6
6832,SLC35B1,6
6847,SLC38A10,6
6849,SLC38A7,6
6855,SLC39A6,6
6858,SLC39A9,6
6861,SLC41A1,6
6875,SLC4A2,6
6886,SLC6A8,6
6888,SLC7A1,6
6890,SLC7A5,6
6892,SLC7A8,6
6903,SLIRP,6
6909,SLU7,6
6912,SMAD4,6
6913,SMAD5,6
6915,SMAD7,6
6919,SMARCA1,6
6924,SMARCAL1,6
6928,SMARCD1,6
6931,SMC1A,6
6936,SMCHD1,6
6945,SMIM10,6
6946,SMIM10L1,6
6949,SMIM15,6
6958,SMIM7,6
6960,SMNDC1,6
6961,SMO,6
6970,SMU1,6
6976,SMYD5,6
6981,SNAPC2,6
6982,SNAPC3,6
6983,SNAPC4,6
6985,SNAPIN,6
6988,SNF8,6
6990,SNN,6
7001,SNRPB2,6
7003,SNRPD1,6
7009,SNTA1,6
7011,SNTB2,6
7014,SNW1,6
7018,SNX12,6
7024,SNX24,6
7035,SOCS3,6
7038,SOD1,6
7041,SOGA1,6
7042,SON,6
7047,SOS2,6
7050,SOX12,6
7053,SOX17,6
7062,SP2,6
7063,SP3,6
7090,SPG11,6
7095,SPIN1,6
7096,SPIN4,6
7103,SPOP,6
7108,SPPL3,6
7111,SPRED2,6
7123,SPTLC2,6
7131,SRD5A1,6
7135,SREK1IP1,6
7139,SRGAP3,6
7144,SRP54,6
7147,SRP9,6
7163,SRSF6,6
7165,SRSF8,6
7167,SS18,6
7170,SSB,6
7172,SSBP2,6
7174,SSBP4,6
7193,ST6GAL1,6
7201,STAG2,6
7229,STK11IP,6
7234,STK25,6
7238,STK36,6
7245,STMN3,6
7246,STMP1,6
7249,STOML2,6
7251,STON2,6
7255,STRBP,6
7258,STRN3,6
7265,STX16,6
7267,STX18,6
7277,STXBP6,6
7278,STYX,6
7281,SUCLA2,6
7287,SUGP1,6
7288,SUGP2,6
7291,SULT1C4,6
7294,SUMO1,6
7296,SUMO3,6
7301,SUPT20H,6
7305,SUPV3L1,6
7309,SURF6,6
7314,SUV39H1,6
7323,SYBU,6
7326,SYK,6
7331,SYNGAP1,6
7333,SYNJ2BP,6
7335,SYPL1,6
7336,SYS1,6
7337,SYT11,6
7348,TADA1,6
7350,TADA3,6
7351,TAF1,6
7357,TAF1C,6
7361,TAF4,6
7365,TAF7,6
7394,TBC1D13,6
7400,TBC1D20,6
7413,TBCCD1,6
7415,TBKBP1,6
7416,TBL1X,6
7417,TBL1XR1,6
7418,TBL2,6
7422,TBX2,6
7428,TCEAL1,6
7429,TCEAL3,6
7430,TCEAL4,6
7431,TCEAL8,6
7433,TCERG1,6
7434,TCF12,6
7440,TCF7L2,6
7445,TCOF1,6
7450,TCTN3,6
7452,TDP1,6
7460,TECPR2,6
7462,TEDC2,6
7467,TENT2,6
7468,TENT4A,6
7469,TENT5A,6
7470,TERF2,6
7471,TERF2IP,6
7480,TFAM,6
7497,TGFB2,6
7499,TGFBR1,6
7503,TGIF1,6
7504,TGIF2,6
7509,THADA,6
7511,THAP10,6
7512,THAP11,6
7513,THAP12,6
7515,THAP5,6
7525,THG1L,6
7526,THNSL1,6
7528,THOC2,6
7534,THRA,6
7537,THUMPD1,6
7539,THY1,6
7541,TIA1,6
7542,TIAL1,6
7549,TIMM10B,6
7554,TIMM22,6
7560,TIMM9,6
7563,TIMP2,6
7566,TINF2,6
7569,TJAP1,6
7570,TJP1,6
7583,TLK1,6
7594,TM9SF3,6
7595,TM9SF4,6
7609,TMED10,6
7614,TMED7,6
7628,TMEM121,6
7632,TMEM126B,6
7636,TMEM131,6
7652,TMEM161A,6
7655,TMEM167A,6
7657,TMEM168,6
7658,TMEM170A,6
7664,TMEM18,6
7679,TMEM209,6
7686,TMEM231,6
7690,TMEM245,6
7691,TMEM248,6
7692,TMEM25,6
7694,TMEM251,6
7701,TMEM268,6
7709,TMEM41A,6
7712,TMEM43,6
7717,TMEM50B,6
7721,TMEM60,6
7735,TMEM94,6
7737,TMEM98,6
7746,TMSB15A,6
7748,TMTC1,6
7753,TMX1,6
7756,TMX4,6
7767,TNFRSF19,6
7782,TNKS2,6
7785,TNPO1,6
7789,TNRC6A,6
7791,TNRC6C,6
7795,TOB1,6
7800,TOM1L1,6
7809,TOP1,6
7814,TOPORS,6
7815,TOR1A,6
7823,TOX4,6
7825,TP53BP1,6
7826,TP53BP2,6
7832,TP53RK,6
7838,TPD52L2,6
7839,TPGS2,6
7851,TPRG1L,6
7859,TRA2B,6
7863,TRAF3,6
7864,TRAF3IP1,6
7881,TRAPPC4,6
7896,TRIM24,6
7897,TRIM25,6
7900,TRIM28,6
7902,TRIM32,6
7908,TRIM44,6
7912,TRIM58,6
7917,TRIO,6
7920,TRIP11,6
7921,TRIP12,6
7934,TRMT2B,6
7935,TRMT5,6
7941,TRO,6
7947,TRRAP,6
7948,TRUB1,6
7950,TSC2,6
7953,TSC22D3,6
7962,TSN,6
7964,TSNAX,6
7970,TSPAN17,6
7976,TSPAN6,6
7977,TSPAN7,6
7982,TSPYL4,6
7983,TSPYL5,6
7985,TSR2,6
7997,TTC3,6
8000,TTC31,6
8005,TTC8,6
8008,TTF1,6
8014,TTLL5,6
8015,TTPAL,6
8017,TUBA1A,6
8023,TUBB2B,6
8024,TUBB4A,6
8042,TWNK,6
8045,TXLNG,6
8054,TXNL1,6
8056,TXNL4B,6
8064,TYW1,6
8082,UBAP2,6
8084,UBB,6
8086,UBE2A,6
8087,UBE2B,6
8090,UBE2D2,6
8097,UBE2G2,6
8099,UBE2I,6
8107,UBE2O,6
8109,UBE2Q2,6
8110,UBE2R2,6
8119,UBE4A,6
8121,UBFD1,6
8122,UBIAD1,6
8127,UBLCP1,6
8129,UBOX5,6
8132,UBQLN2,6
8135,UBR3,6
8138,UBR7,6
8141,UBTF,6
8153,UCK2,6
8154,UCKL1,6
8160,UFM1,6
8170,UHRF2,6
8171,UIMC1,6
8176,UNC119B,6
8179,UNC50,6
8188,UPF3B,6
8204,URB1,6
8205,URB2,6
8217,USP10,6
8218,USP11,6
8221,USP16,6
8224,USP20,6
8225,USP21,6
8227,USP24,6
8230,USP30,6
8234,USP36,6
8238,USP40,6
8241,USP5,6
8244,USP7,6
8247,UTP14A,6
8255,UVRAG,6
8265,VANGL2,6
8273,VAV2,6
8275,VBP1,6
8280,VCPKMT,6
8287,VEGFC,6
8288,VEZF1,6
8289,VEZT,6
8292,VHL,6
8295,VIPAS39,6
8298,VKORC1L1,6
8299,VMA21,6
8311,VPS35,6
8312,VPS35L,6
8321,VPS4A,6
8327,VPS8,6
8329,VRK1,6
8339,VTI1B,6
8346,WAPL,6
8350,WASF1,6
8359,WBP1,6
8363,WBP4,6
8367,WDR12,6
8374,WDR36,6
8378,WDR41,6
8385,WDR5,6
8387,WDR54,6
8392,WDR70,6
8400,WDR89,6
8431,XAB2,6
8433,XIAP,6
8435,XPC,6
8442,XPR1,6
8444,XRCC5,6
8457,YEATS2,6
8467,YIPF6,6
8470,YLPM1,6
8475,YTHDC1,6
8476,YTHDF1,6
8479,YWHAB,6
8481,YWHAG,6
8485,YY1,6
8487,ZADH2,6
8489,ZBED3,6
8492,ZBED8,6
8493,ZBTB1,6
8496,ZBTB12,6
8500,ZBTB22,6
8501,ZBTB33,6
8503,ZBTB39,6
8508,ZBTB45,6
8512,ZBTB5,6
8513,ZBTB6,6
8518,ZBTB9,6
8521,ZC3H13,6
8523,ZC3H18,6
8525,ZC3H4,6
8528,ZC3HAV1,6
8530,ZC3HC1,6
8531,ZCCHC10,6
8532,ZCCHC14,6
8535,ZCCHC3,6
8536,ZCCHC7,6
8551,ZDHHC7,6
8553,ZDHHC9,6
8558,ZFAND3,6
8562,ZFHX3,6
8563,ZFP1,6
8566,ZFP36L1,6
8568,ZFP62,6
8570,ZFP90,6
8573,ZFR,6
8574,ZFX,6
8575,ZFYVE1,6
8581,ZKSCAN1,6
8584,ZMIZ1,6
8587,ZMYM2,6
8588,ZMYM3,6
8597,ZNF121,6
8599,ZNF134,6
8601,ZNF138,6
8602,ZNF14,6
8605,ZNF146,6
8608,ZNF174,6
8615,ZNF213,6
8617,ZNF219,6
8618,ZNF22,6
8619,ZNF239,6
8620,ZNF24,6
8623,ZNF253,6
8624,ZNF256,6
8626,ZNF263,6
8627,ZNF266,6
8628,ZNF275,6
8630,ZNF281,6
8632,ZNF3,6
8633,ZNF302,6
8634,ZNF304,6
8636,ZNF317,6
8638,ZNF319,6
8639,ZNF32,6
8641,ZNF335,6
8643,ZNF33B,6
8646,ZNF354A,6
8647,ZNF358,6
8648,ZNF362,6
8652,ZNF398,6
8654,ZNF41,6
8656,ZNF423,6
8657,ZNF426,6
8658,ZNF428,6
8659,ZNF43,6
8664,ZNF48,6
8666,ZNF486,6
8667,ZNF496,6
8669,ZNF506,6
8671,ZNF512,6
8677,ZNF529,6
8678,ZNF532,6
8680,ZNF561,6
8681,ZNF574,6
8683,ZNF580,6
8686,ZNF595,6
8688,ZNF607,6
8689,ZNF608,6
8691,ZNF618,6
8694,ZNF627,6
8696,ZNF629,6
8701,ZNF646,6
8702,ZNF652,6
8704,ZNF655,6
8707,ZNF687,6
8709,ZNF689,6
8717,ZNF738,6
8722,ZNF764,6
8726,ZNF775,6
8727,ZNF777,6
8729,ZNF784,6
8730,ZNF786,6
8734,ZNF823,6
8740,ZNF875,6
8743,ZNF92,6
8744,ZNF93,6
8748,ZNHIT6,6
8754,ZPR1,6
8758,ZSCAN18,6
8759,ZSCAN26,6
8761,ZSCAN32,6
8767,ZSWIM8,6
8771,ZXDB,6
8773,ZYG11B,6
8775,ZZZ3,6
