id,label,community
AARS1,AARS1,0
ACTB,ACTB,0
ACVR1,ACVR1,0
ADAM12,ADAM12,0
ADAM8,ADAM8,0
ADAMTS12,ADAMTS12,0
ADAMTS2,ADAMTS2,0
ADAP2,ADAP2,0
ADM,ADM,0
AEBP1,AEBP1,0
AGL,AGL,0
AIG1,AIG1,0
AKR1C1,AKR1C1,0
AKT3,AKT3,0
ALDH1B1,ALDH1B1,0
ALOX5AP,ALOX5AP,0
ANKH,ANKH,0
ANTXR1,ANTXR1,0
ANXA5,ANXA5,0
APLN,APLN,0
ARF6,ARF6,0
ARHGAP18,ARHGAP18,0
ARPC2,ARPC2,0
ASH2L,ASH2L,0
ASPN,ASPN,0
ATG5,ATG5,0
ATP13A3,ATP13A3,0
ATPSCKMT,ATPSCKMT,0
AXL,AXL,0
B3GNT9,B3GNT9,0
BAG4,BAG4,0
BGN,BGN,0
BRI3,BRI3,0
C11orf24,C11orf24,0
C11orf80,C11orf80,0
C1QTNF3,C1QTNF3,0
C1QTNF6,C1QTNF6,0
C2orf69,C2orf69,0
C3AR1,C3AR1,0
C5AR1,C5AR1,0
C5orf38,C5orf38,0
C6orf141,C6orf141,0
CADM1,CADM1,0
CALD1,CALD1,0
CAMK2N1,CAMK2N1,0
CARM1,CARM1,0
CASP14,CASP14,0
CCDC127,CCDC127,0
CCN4,CCN4,0
CCR1,CCR1,0
CD24,CD24,0
CD276,CD276,0
CD300A,CD300A,0
CD44,CD44,0
CD55,CD55,0
CD86,CD86,0
CDH11,CDH11,0
CEMIP,CEMIP,0
CEMIP2,CEMIP2,0
CERCAM,CERCAM,0
CHST11,CHST11,0
CILP,CILP,0
CILP2,CILP2,0
CLEC2B,CLEC2B,0
CLIC4,CLIC4,0
CLPTM1L,CLPTM1L,0
CMTM3,CMTM3,0
COL10A1,COL10A1,0
COL11A1,COL11A1,0
COL12A1,COL12A1,0
COL15A1,COL15A1,0
COL1A1,COL1A1,0
COL1A2,COL1A2,0
COL3A1,COL3A1,0
COL4A1,COL4A1,0
COL5A1,COL5A1,0
COL5A2,COL5A2,0
COL5A3,COL5A3,0
COL6A1,COL6A1,0
COL6A2,COL6A2,0
COL6A3,COL6A3,0
COL8A1,COL8A1,0
COL8A2,COL8A2,0
COLGALT1,COLGALT1,0
COMP,COMP,0
COPS8,COPS8,0
CORO1C,CORO1C,0
CRABP1,CRABP1,0
CRISP3,CRISP3,0
CSGALNACT2,CSGALNACT2,0
CSTB,CSTB,0
CTHRC1,CTHRC1,0
CTSB,CTSB,0
CTSK,CTSK,0
CTSL,CTSL,0
CYTH3,CYTH3,0
DAB2,DAB2,0
DACT1,DACT1,0
DDHD2,DDHD2,0
DNAJC10,DNAJC10,0
DPY19L1,DPY19L1,0
DPYSL3,DPYSL3,0
DYNLT3,DYNLT3,0
EDIL3,EDIL3,0
EDNRA,EDNRA,0
EFEMP2,EFEMP2,0
EGLN3,EGLN3,0
EIF4EBP1,EIF4EBP1,0
EMP3,EMP3,0
ENO1,ENO1,0
ENO2,ENO2,0
ENPP1,ENPP1,0
EPRS1,EPRS1,0
EPYC,EPYC,0
ERLIN2,ERLIN2,0
ERO1A,ERO1A,0
F13A1,F13A1,0
F2R,F2R,0
FAF2,FAF2,0
FAM177A1,FAM177A1,0
FAM220A,FAM220A,0
FAM229B,FAM229B,0
FAP,FAP,0
FBN1,FBN1,0
FBXL7,FBXL7,0
FBXO45,FBXO45,0
FCER1G,FCER1G,0
FCGR2A,FCGR2A,0
FCGR3A,FCGR3A,0
FCHSD2,FCHSD2,0
FDX1,FDX1,0
FHL3,FHL3,0
FIBIN,FIBIN,0
FKBP9,FKBP9,0
FLT1,FLT1,0
FN1,FN1,0
FNDC1,FNDC1,0
FNDC3B,FNDC3B,0
FPR3,FPR3,0
FSCN1,FSCN1,0
FST,FST,0
FSTL3,FSTL3,0
FTH1,FTH1,0
FTL,FTL,0
FUT11,FUT11,0
FYTTD1,FYTTD1,0
GAL3ST4,GAL3ST4,0
GALNT1,GALNT1,0
GARS1,GARS1,0
GBP4,GBP4,0
GCH1,GCH1,0
GCLM,GCLM,0
GJA5,GJA5,0
GJB2,GJB2,0
GLIS2,GLIS2,0
GLT8D2,GLT8D2,0
GOLGA7,GOLGA7,0
GOLIM4,GOLIM4,0
GORASP2,GORASP2,0
GPC1,GPC1,0
GPI,GPI,0
GPNMB,GPNMB,0
GPR137B,GPR137B,0
GPR68,GPR68,0
GREM1,GREM1,0
GRIK3,GRIK3,0
GXYLT2,GXYLT2,0
HAVCR2,HAVCR2,0
HEG1,HEG1,0
HEPH,HEPH,0
HEXB,HEXB,0
