id,label,community
ABHD14B,ABHD14B,7
ACAD8,ACAD8,7
ACBD4,ACBD4,7
ACOT13,ACOT13,7
ADA2,ADA2,7
ADAR,ADAR,7
ADCK5,ADCK5,7
ADCY8,ADCY8,7
ADGRG2,ADGRG2,7
AHNAK,AHNAK,7
AHNAK2,AHNAK2,7
AIFM1,AIFM1,7
ALDH5A1,ALDH5A1,7
ALG1,ALG1,7
ANGEL2,ANGEL2,7
ANKRD6,ANKRD6,7
APBB3,APBB3,7
APH1A,APH1A,7
APOBEC3C,APOBEC3C,7
AQP3,AQP3,7
AQP9,AQP9,7
ARHGAP26,ARHGAP26,7
ARIH1,ARIH1,7
ATG2A,ATG2A,7
B3GALT4,B3GALT4,7
BANF1,BANF1,7
BCKDHB,BCKDHB,7
BCL2L2,BCL2L2,7
BCL6,BCL6,7
BOP1,BOP1,7
BTBD2,BTBD2,7
BTN3A1,BTN3A1,7
C11orf54,C11orf54,7
C11orf68,C11orf68,7
C11orf80,C11orf80,7
C11orf95,C11orf95,7
C1orf116,C1orf116,7
C4B,C4B,7
C6orf62,C6orf62,7
C8orf33,C8orf33,7
C8orf82,C8orf82,7
CANX,CANX,7
CAPN1,CAPN1,7
CAPN2,CAPN2,7
CBX6,CBX6,7
CCDC6,CCDC6,7
CD9,CD9,7
CEP20,CEP20,7
CFAP36,CFAP36,7
CFL1,CFL1,7
CHCHD7,CHCHD7,7
CLIC1,CLIC1,7
CMTR1,CMTR1,7
CNNM3,CNNM3,7
COL12A1,COL12A1,7
COL23A1,COL23A1,7
COMMD5,COMMD5,7
COPS7A,COPS7A,7
CORO1B,CORO1B,7
CPSF1,CPSF1,7
CRTAC1,CRTAC1,7
CTTN,CTTN,7
CUL5,CUL5,7
CUL7,CUL7,7
CWF19L2,CWF19L2,7
CXCL11,CXCL11,7
CYC1,CYC1,7
CYHR1,CYHR1,7
CYP2S1,CYP2S1,7
DDB1,DDB1,7
DDHD2,DDHD2,7
DDX10,DDX10,7
DDX58,DDX58,7
DENND2B,DENND2B,7
DERL1,DERL1,7
DGAT1,DGAT1,7
DHRS1,DHRS1,7
DIAPH1,DIAPH1,7
DOCK9,DOCK9,7
DSC3,DSC3,7
DTX3L,DTX3L,7
DTX4,DTX4,7
EEF1D,EEF1D,7
EEF2,EEF2,7
EIF1,EIF1,7
EIF1AD,EIF1AD,7
EIF3C,EIF3C,7
EIF3H,EIF3H,7
EMB,EMB,7
EMD,EMD,7
EML3,EML3,7
ENDOD1,ENDOD1,7
EPB41L1,EPB41L1,7
ERLIN2,ERLIN2,7
ESRRA,ESRRA,7
EXOSC4,EXOSC4,7
EXT1,EXT1,7
FAAH,FAAH,7
FAM210B,FAM210B,7
FAM83H,FAM83H,7
FAM8A1,FAM8A1,7
FBXL6,FBXL6,7
FBXO32,FBXO32,7
FKBP4,FKBP4,7
FOXJ2,FOXJ2,7
FOXN2,FOXN2,7
FOXRED1,FOXRED1,7
FRMD4B,FRMD4B,7
GAB2,GAB2,7
GAPDH,GAPDH,7
GATD1,GATD1,7
GEMIN8,GEMIN8,7
GFUS,GFUS,7
GHITM,GHITM,7
GLB1L2,GLB1L2,7
GLI4,GLI4,7
GMPR,GMPR,7
GOLGA8A,GOLGA8A,7
GPAA1,GPAA1,7
GRAMD2A,GRAMD2A,7
GRINA,GRINA,7
GSDMD,GSDMD,7
HDAC11,HDAC11,7
HDLBP,HDLBP,7
HEBP1,HEBP1,7
HELZ2,HELZ2,7
HERC6,HERC6,7
HGH1,HGH1,7
HIBCH,HIBCH,7
HMBS,HMBS,7
HMGN4,HMGN4,7
HNRNPA1P48,HNRNPA1P48,7
HNRNPUL2,HNRNPUL2,7
HSD17B12,HSD17B12,7
HSD17B8,HSD17B8,7
HSD3B7,HSD3B7,7
HSF1,HSF1,7
HTATIP2,HTATIP2,7
ID4,ID4,7
IDH1,IDH1,7
IDH3G,IDH3G,7
IFI16,IFI16,7
IFIH1,IFIH1,7
IFIT1,IFIT1,7
IFIT2,IFIT2,7
IFITM1,IFITM1,7
IFITM2,IFITM2,7
IFITM3,IFITM3,7
IFT122,IFT122,7
IK,IK,7
IKBKB,IKBKB,7
INAVA,INAVA,7
INTS14,INTS14,7
INTS5,INTS5,7
IQANK1,IQANK1,7
ISG15,ISG15,7
IVD,IVD,7
JADE2,JADE2,7
JRKL,JRKL,7
KAT5,KAT5,7
KCTD13,KCTD13,7
KIFC2,KIFC2,7
KLHDC8A,KLHDC8A,7
KRT10,KRT10,7
KYAT3,KYAT3,7
LAMP1,LAMP1,7
LAP3,LAP3,7
LARS1,LARS1,7
LBH,LBH,7
LENG9,LENG9,7
LMCD1,LMCD1,7
LPCAT3,LPCAT3,7
LPIN3,LPIN3,7
LRRC14,LRRC14,7
LY6E,LY6E,7
LY6G6C,LY6G6C,7
LYRM1,LYRM1,7
LYSMD2,LYSMD2,7
M6PR,M6PR,7
MACROH2A1,MACROH2A1,7
MAF1,MAF1,7
MAML2,MAML2,7
MAN2C1,MAN2C1,7
MAPK15,MAPK15,7
MARS2,MARS2,7
MAT2B,MAT2B,7
MET,MET,7
MFSD3,MFSD3,7
MMRN2,MMRN2,7
MROH1,MROH1,7
MRPL15,MRPL15,7
MRPL49,MRPL49,7
MRPS18B,MRPS18B,7
MRS2,MRS2,7
MTCH1,MTCH1,7
MTIF2,MTIF2,7
MUS81,MUS81,7
MX1,MX1,7
MYC,MYC,7
MYLIP,MYLIP,7
NARS1,NARS1,7
NDFIP1,NDFIP1,7
NDUFB9,NDUFB9,7
NDUFV1,NDUFV1,7
NEU3,NEU3,7
NIPAL3,NIPAL3,7
NLRP2,NLRP2,7
NLRX1,NLRX1,7
NOL7,NOL7,7
NR3C1,NR3C1,7
NRBP2,NRBP2,7
NSMAF,NSMAF,7
NSMCE2,NSMCE2,7
NUDT14,NUDT14,7
NUDT22,NUDT22,7
NUDT8,NUDT8,7
OGFR,OGFR,7
OMA1,OMA1,7
OTUB1,OTUB1,7
OXR1,OXR1,7
PACS1,PACS1,7
PARP10,PARP10,7
PARP12,PARP12,7
PARP6,PARP6,7
PARP9,PARP9,7
PCF11,PCF11,7
PDCD7,PDCD7,7
PDE6B,PDE6B,7
PDXDC1,PDXDC1,7
PECR,PECR,7
PELI3,PELI3,7
PERP,PERP,7
PEX2,PEX2,7
PEX5,PEX5,7
PEX6,PEX6,7
PFDN6,PFDN6,7
PHB2,PHB2,7
PKP2,PKP2,7
PLAAT3,PLAAT3,7
PLEC,PLEC,7
PLPBP,PLPBP,7
PLSCR4,PLSCR4,7
PNPLA4,PNPLA4,7
POLRMT,POLRMT,7
PON2,PON2,7
PPFIBP1,PPFIBP1,7
PPP1R16A,PPP1R16A,7
PPP1R3D,PPP1R3D,7
PPP4R3B,PPP4R3B,7
PPP6R3,PPP6R3,7
PRUNE2,PRUNE2,7
PSMB8,PSMB8,7
PSME1,PSME1,7
PSME2,PSME2,7
PTK2,PTK2,7
PTP4A3,PTP4A3,7
PUF60,PUF60,7
PYCR3,PYCR3,7
QDPR,QDPR,7
RAB1B,RAB1B,7
RAB2A,RAB2A,7
RABGGTA,RABGGTA,7
RAD21,RAD21,7
RAMP1,RAMP1,7
RBM47,RBM47,7
RERG,RERG,7
