id,label,community
AASS,AASS,0
ABCA1,ABCA1,0
ABCD1,ABCD1,0
ABHD14B,ABHD14B,0
ABHD15,ABHD15,0
ABHD5,ABHD5,0
ACAA2,ACAA2,0
ACACB,ACACB,0
ACADS,ACADS,0
ACO1,ACO1,0
ACO2,ACO2,0
ACOT1,ACOT1,0
ACOT2,ACOT2,0
ACSL1,ACSL1,0
ACSL4,ACSL4,0
ACSS2,ACSS2,0
ACVRL1,ACVRL1,0
ADGRF5,ADGRF5,0
ADGRL4,ADGRL4,0
ADH1B,ADH1B,0
ADH1C,ADH1C,0
ADH5,ADH5,0
ADIPOQ,ADIPOQ,0
ADRA2A,ADRA2A,0
ADRB2,ADRB2,0
AFAP1L1,AFAP1L1,0
AGPAT2,AGPAT2,0
AIFM2,AIFM2,0
AKAP12,AKAP12,0
ALDH2,ALDH2,0
ALDH6A1,ALDH6A1,0
ALDOC,ALDOC,0
ANGPTL4,ANGPTL4,0
ANO6,ANO6,0
ANTXR2,ANTXR2,0
ANXA6,ANXA6,0
AOC3,AOC3,0
APBB1IP,APBB1IP,0
APCDD1,APCDD1,0
APMAP,APMAP,0
APOE,APOE,0
APOL3,APOL3,0
APOL4,APOL4,0
APOLD1,APOLD1,0
AQP7,AQP7,0
ARHGEF15,ARHGEF15,0
ARPC5,ARPC5,0
ASS1,ASS1,0
ATP1A2,ATP1A2,0
ATP5ME,ATP5ME,0
AVPI1,AVPI1,0
BCKDHB,BCKDHB,0
BIN1,BIN1,0
BNIP3,BNIP3,0
BNIP3L,BNIP3L,0
BOK,BOK,0
BTG1,BTG1,0
BTNL9,BTNL9,0
C19orf12,C19orf12,0
C1QTNF1,C1QTNF1,0
C20orf27,C20orf27,0
C2CD2,C2CD2,0
C7,C7,0
CA3,CA3,0
CALB2,CALB2,0
CALCRL,CALCRL,0
CAST,CAST,0
CAT,CAT,0
CAV1,CAV1,0
CAV2,CAV2,0
CAVIN2,CAVIN2,0
CCDC50,CCDC50,0
CCDC69,CCDC69,0
CCDC92,CCDC92,0
CD300LG,CD300LG,0
CD36,CD36,0
CD99L2,CD99L2,0
CDH5,CDH5,0
CDKN1C,CDKN1C,0
CDKN2B,CDKN2B,0
CDKN2C,CDKN2C,0
CDO1,CDO1,0
CEBPA,CEBPA,0
CELF2,CELF2,0
CFD,CFD,0
CFL2,CFL2,0
CHCHD10,CHCHD10,0
CHP1,CHP1,0
CHRDL1,CHRDL1,0
CIDEA,CIDEA,0
CIDEC,CIDEC,0
CKB,CKB,0
CLDN5,CLDN5,0
CLEC14A,CLEC14A,0
CLIP4,CLIP4,0
CLMP,CLMP,0
CLUH,CLUH,0
CNOT9,CNOT9,0
CNRIP1,CNRIP1,0
CNTFR,CNTFR,0
COL4A2,COL4A2,0
COX7A1,COX7A1,0
CPM,CPM,0
CRTAP,CRTAP,0
CS,CS,0
CSPG4,CSPG4,0
CSTA,CSTA,0
CTIF,CTIF,0
CYB5A,CYB5A,0
CYGB,CYGB,0
CYP4B1,CYP4B1,0
CYSTM1,CYSTM1,0
DEPP1,DEPP1,0
DGAT1,DGAT1,0
DGAT2,DGAT2,0
DHRS3,DHRS3,0
DIP2C,DIP2C,0
DLST,DLST,0
DOCK11,DOCK11,0
DTX1,DTX1,0
DUSP1,DUSP1,0
