id,label,community
ABHD14B,ABHD14B,4
AC007906.2,AC007906.2,4
ACAD8,ACAD8,4
ACBD4,ACBD4,4
ACOT13,ACOT13,4
ADA2,ADA2,4
ADAR,ADAR,4
ADCK5,ADCK5,4
ADCY8,ADCY8,4
ADGRG2,ADGRG2,4
AHNAK,AHNAK,4
AHNAK2,AHNAK2,4
AIFM1,AIFM1,4
ALDH5A1,ALDH5A1,4
ALG1,ALG1,4
ANGEL2,ANGEL2,4
ANXA2,ANXA2,4
ANXA9,ANXA9,4
APBB3,APBB3,4
APH1A,APH1A,4
APOBEC3C,APOBEC3C,4
AQP3,AQP3,4
AQP9,AQP9,4
ARHGAP26,ARHGAP26,4
ARHGEF3,ARHGEF3,4
ARIH1,ARIH1,4
ATF6B,ATF6B,4
ATG2A,ATG2A,4
B3GALT4,B3GALT4,4
BANF1,BANF1,4
BCKDHB,BCKDHB,4
BCL2L2,BCL2L2,4
BCL6,BCL6,4
BEX2,BEX2,4
BOP1,BOP1,4
BTBD2,BTBD2,4
BTN3A1,BTN3A1,4
C11orf54,C11orf54,4
C11orf68,C11orf68,4
C11orf80,C11orf80,4
C11orf95,C11orf95,4
C1orf116,C1orf116,4
C20orf204,C20orf204,4
C4B,C4B,4
C6orf62,C6orf62,4
C8orf33,C8orf33,4
C8orf82,C8orf82,4
CANX,CANX,4
CAPN1,CAPN1,4
CAPN2,CAPN2,4
CASP4,CASP4,4
CBX6,CBX6,4
CCDC6,CCDC6,4
CCNDBP1,CCNDBP1,4
CD9,CD9,4
CEP20,CEP20,4
CES2,CES2,4
CFAP36,CFAP36,4
CFL1,CFL1,4
CHCHD7,CHCHD7,4
CLIC1,CLIC1,4
CMTR1,CMTR1,4
CNNM3,CNNM3,4
COL12A1,COL12A1,4
COL23A1,COL23A1,4
COMMD5,COMMD5,4
COPS7A,COPS7A,4
CORO1B,CORO1B,4
CPSF1,CPSF1,4
CTTN,CTTN,4
CUL5,CUL5,4
CUL7,CUL7,4
CWF19L2,CWF19L2,4
CXCL11,CXCL11,4
CXXC5,CXXC5,4
CYC1,CYC1,4
CYHR1,CYHR1,4
DDB1,DDB1,4
DDHD2,DDHD2,4
DDX10,DDX10,4
DDX58,DDX58,4
DENND2B,DENND2B,4
DERL1,DERL1,4
DGAT1,DGAT1,4
DHRS1,DHRS1,4
DIAPH1,DIAPH1,4
DOCK9,DOCK9,4
DSC3,DSC3,4
DTX3L,DTX3L,4
DTX4,DTX4,4
EEF1D,EEF1D,4
EEF2,EEF2,4
EIF1,EIF1,4
EIF1AD,EIF1AD,4
EIF3C,EIF3C,4
EIF3H,EIF3H,4
EMB,EMB,4
EMD,EMD,4
EML3,EML3,4
ENDOD1,ENDOD1,4
EPB41L1,EPB41L1,4
EPRS1,EPRS1,4
ERLIN2,ERLIN2,4
ESRRA,ESRRA,4
EXOSC4,EXOSC4,4
EXT1,EXT1,4
FAAH,FAAH,4
FAM210B,FAM210B,4
FAM83H,FAM83H,4
FAM8A1,FAM8A1,4
FBXL6,FBXL6,4
FBXO32,FBXO32,4
FKBP4,FKBP4,4
FOXJ2,FOXJ2,4
FOXN2,FOXN2,4
FOXRED1,FOXRED1,4
FRMD4B,FRMD4B,4
GAB2,GAB2,4
GAPDH,GAPDH,4
GATD1,GATD1,4
GEMIN8,GEMIN8,4
GFUS,GFUS,4
GHITM,GHITM,4
GLB1L2,GLB1L2,4
GLI4,GLI4,4
GMDS,GMDS,4
GMPR,GMPR,4
GNG5,GNG5,4
GOLGA8A,GOLGA8A,4
GPAA1,GPAA1,4
GRAMD2A,GRAMD2A,4
GRINA,GRINA,4
GSDMD,GSDMD,4
HDAC11,HDAC11,4
HDLBP,HDLBP,4
HEBP1,HEBP1,4
HELZ2,HELZ2,4
HERC6,HERC6,4
