id,label,community
AARS1,AARS1,15
AASDHPPT,AASDHPPT,15
ACTB,ACTB,15
ACVR1,ACVR1,15
ADAM12,ADAM12,15
ADAM8,ADAM8,15
ADAMTS12,ADAMTS12,15
ADAMTS2,ADAMTS2,15
ADAP2,ADAP2,15
ADM,ADM,15
AEBP1,AEBP1,15
AGFG1,AGFG1,15
AGL,AGL,15
AKR1C1,AKR1C1,15
AKT3,AKT3,15
ALDH1B1,ALDH1B1,15
ALOX5AP,ALOX5AP,15
ANKH,ANKH,15
ANTXR1,ANTXR1,15
ANXA5,ANXA5,15
APLN,APLN,15
ARHGAP18,ARHGAP18,15
ARPC2,ARPC2,15
ASH2L,ASH2L,15
ASPN,ASPN,15
ATG5,ATG5,15
ATP13A3,ATP13A3,15
ATPSCKMT,ATPSCKMT,15
AXL,AXL,15
B3GNT9,B3GNT9,15
BAG4,BAG4,15
BGN,BGN,15
BPNT2,BPNT2,15
BRI3,BRI3,15
C11orf24,C11orf24,15
C1QTNF3,C1QTNF3,15
C1QTNF6,C1QTNF6,15
C2orf69,C2orf69,15
C3AR1,C3AR1,15
C5AR1,C5AR1,15
C5orf38,C5orf38,15
C6orf141,C6orf141,15
CADM1,CADM1,15
CALD1,CALD1,15
CAMK2N1,CAMK2N1,15
CARM1,CARM1,15
CASP14,CASP14,15
CCDC127,CCDC127,15
CCN4,CCN4,15
CCR1,CCR1,15
CD24,CD24,15
CD276,CD276,15
CD300A,CD300A,15
CD55,CD55,15
CD86,CD86,15
CDH11,CDH11,15
CEMIP,CEMIP,15
CEMIP2,CEMIP2,15
CERCAM,CERCAM,15
CHST11,CHST11,15
CILP2,CILP2,15
CLEC2B,CLEC2B,15
CLIC4,CLIC4,15
CLPTM1L,CLPTM1L,15
CMTM3,CMTM3,15
COL10A1,COL10A1,15
COL11A1,COL11A1,15
COL12A1,COL12A1,15
COL15A1,COL15A1,15
COL1A1,COL1A1,15
COL1A2,COL1A2,15
COL3A1,COL3A1,15
COL4A1,COL4A1,15
COL5A1,COL5A1,15
COL5A2,COL5A2,15
COL5A3,COL5A3,15
COL6A1,COL6A1,15
COL6A2,COL6A2,15
COL6A3,COL6A3,15
COL8A1,COL8A1,15
COL8A2,COL8A2,15
COLGALT1,COLGALT1,15
COMP,COMP,15
COPS8,COPS8,15
CORO1C,CORO1C,15
CRABP1,CRABP1,15
CRISP3,CRISP3,15
CSGALNACT2,CSGALNACT2,15
CSTB,CSTB,15
CTHRC1,CTHRC1,15
CTSB,CTSB,15
CTSK,CTSK,15
CTSL,CTSL,15
CYTH3,CYTH3,15
DAB2,DAB2,15
DACT1,DACT1,15
DAP,DAP,15
DDHD2,DDHD2,15
DESI1,DESI1,15
DNAJC10,DNAJC10,15
DPY19L1,DPY19L1,15
DPYSL3,DPYSL3,15
DYNLT3,DYNLT3,15
EDIL3,EDIL3,15
EDNRA,EDNRA,15
EFEMP2,EFEMP2,15
EGLN3,EGLN3,15
EIF2S2,EIF2S2,15
EIF4EBP1,EIF4EBP1,15
EMP3,EMP3,15
ENO1,ENO1,15
ENO2,ENO2,15
ENPP1,ENPP1,15
EPRS1,EPRS1,15
EPYC,EPYC,15
ERLIN2,ERLIN2,15
ERO1A,ERO1A,15
F13A1,F13A1,15
F2R,F2R,15
FAM177A1,FAM177A1,15
FAM229B,FAM229B,15
FAP,FAP,15
FBN1,FBN1,15
FBXL7,FBXL7,15
FCER1G,FCER1G,15
FCGR2A,FCGR2A,15
