id,label,community
AASS,AASS,4
ABCA1,ABCA1,4
ABCD1,ABCD1,4
ABHD15,ABHD15,4
ABHD5,ABHD5,4
ACAA2,ACAA2,4
ACACB,ACACB,4
ACADS,ACADS,4
ACO1,ACO1,4
ACO2,ACO2,4
ACOT1,ACOT1,4
ACOT2,ACOT2,4
ACSL1,ACSL1,4
ACSL4,ACSL4,4
ACSS2,ACSS2,4
ADGRF5,ADGRF5,4
ADGRL4,ADGRL4,4
ADH1B,ADH1B,4
ADH1C,ADH1C,4
ADH5,ADH5,4
ADIPOQ,ADIPOQ,4
ADRA2A,ADRA2A,4
ADRB2,ADRB2,4
AFAP1L1,AFAP1L1,4
AGPAT2,AGPAT2,4
AIFM2,AIFM2,4
AKAP12,AKAP12,4
ALDH2,ALDH2,4
ALDH6A1,ALDH6A1,4
ALDOC,ALDOC,4
ANGPTL4,ANGPTL4,4
ANO6,ANO6,4
ANTXR2,ANTXR2,4
ANXA6,ANXA6,4
AOC3,AOC3,4
APBB1IP,APBB1IP,4
APCDD1,APCDD1,4
APMAP,APMAP,4
APOE,APOE,4
APOL3,APOL3,4
APOL4,APOL4,4
APOLD1,APOLD1,4
AQP7,AQP7,4
ARPC5,ARPC5,4
ASS1,ASS1,4
ATP1A2,ATP1A2,4
ATP5ME,ATP5ME,4
AVPI1,AVPI1,4
BCKDHB,BCKDHB,4
BIN1,BIN1,4
BNIP3,BNIP3,4
BNIP3L,BNIP3L,4
BOK,BOK,4
BTG1,BTG1,4
BTNL9,BTNL9,4
C19orf12,C19orf12,4
C1QTNF1,C1QTNF1,4
C20orf27,C20orf27,4
C2CD2,C2CD2,4
C7,C7,4
CA3,CA3,4
CALB2,CALB2,4
CALCRL,CALCRL,4
CAT,CAT,4
CAV1,CAV1,4
CAV2,CAV2,4
CAVIN2,CAVIN2,4
CCDC50,CCDC50,4
CCDC69,CCDC69,4
CCDC92,CCDC92,4
CD300LG,CD300LG,4
CD36,CD36,4
CD99L2,CD99L2,4
CDKN1C,CDKN1C,4
CDKN2B,CDKN2B,4
CDKN2C,CDKN2C,4
CDO1,CDO1,4
CEBPA,CEBPA,4
CELF2,CELF2,4
CFL2,CFL2,4
CHCHD10,CHCHD10,4
CHP1,CHP1,4
CIDEA,CIDEA,4
CIDEC,CIDEC,4
CKB,CKB,4
CLIP4,CLIP4,4
CLMP,CLMP,4
CLUH,CLUH,4
CNOT9,CNOT9,4
CNRIP1,CNRIP1,4
