node_id,degree
1574,204
1575,168
1576,430
1577,133
1578,125
1579,730
1580,260
1581,111
1582,532
1583,1015
1584,447
1585,1230
1586,1352
1587,543
1588,1510
1589,723
1590,1327
1591,466
1592,950
1593,829
1594,766
1595,401
1596,240
1597,220
1598,867
1599,429
1600,401
1601,835
1602,290
1603,113
1604,987
1605,961
1606,478
1607,652
1608,761
1609,637
1610,285
1611,947
1612,881
1613,230
1614,619
1615,534
1616,866
1617,504
1618,554
1619,876
1620,734
1621,688
1622,405
1623,234
1624,216
1625,175
1626,215
1627,77
1628,528
1629,523
1630,168
1631,206
1632,252
1633,235
1634,49
1635,40
1636,92
1637,266
1638,249
1639,54
1640,110
1641,81
1642,290
1643,221
1644,242
1645,428
1646,10
1647,320
1648,788
1649,875
1650,1140
1651,235
1652,1212
1653,478
1654,630
1655,602
1656,47
1657,299
1658,204
1659,119
1660,599
1661,194
1662,236
1663,925
1664,713
1665,910
1666,318
1667,623
1668,425
1669,556
1670,380
1671,1099
1672,112
1673,897
1674,918
1675,308
1676,294
1677,587
1678,798
1679,64
1680,113
1681,78
1682,83
1683,1357
1684,68
1685,745
1686,256
1687,124
1688,826
1689,164
1690,299
1691,133
1692,991
1693,279
1694,536
1695,643
1696,456
1697,475
1698,435
1699,133
1700,296
1701,54
1702,616
1703,290
1704,314
1705,245
1706,78
1707,389
1708,593
1709,861
1710,163
1711,17
1712,34
1713,538
1714,254
1715,227
1716,288
1717,310
1718,279
1719,312
1720,169
1721,343
1722,378
1723,146
1724,134
1725,271
1726,853
1727,881
1728,416
1729,1082
1730,1389
1731,216
1732,831
1733,42
1734,130
1735,179
1736,23
1737,17
1738,697
1739,479
1740,306
1741,128
1742,916
1743,899
1744,698
1745,1055
1746,550
1747,127
1748,617
1749,257
1750,1328
1751,792
1752,666
1753,492
1754,261
1755,315
1756,61
1757,504
1758,411
1759,491
1760,198
1761,61
1762,21
1763,524
1764,307
1765,662
1766,845
1767,717
1768,44
1769,241
1770,1048
1771,752
1772,797
1773,154
1774,520
1775,340
1776,55
1777,64
1778,1175
1779,307
1780,188
1781,332
1782,250
1783,900
1784,195
1785,77
1786,129
1787,105
1788,288
1789,478
1790,337
1791,27
1792,27
1793,27
1794,905
1795,1083
1796,468
1797,962
1798,926
1799,905
1800,1136
1801,578
1802,249
1803,286
1804,222
1805,393
1806,258
1807,16
1808,599
1809,261
1810,329
1811,117
1812,145
1813,36
1814,58
1815,319
1816,343
1817,181
1818,381
1819,1042
1820,81
1821,1235
1822,1389
1823,680
1824,1032
1825,877
1826,848
1827,981
1828,1174
1829,308
1830,232
1831,393
1832,596
1833,35
1834,1153
1835,131
1836,317
1837,735
1838,363
1839,1430
1840,151
1841,224
1842,290
1843,218
1844,601
1845,393
1846,227
1847,60
1848,101
1849,138
1850,79
1851,142
1852,409
1853,544
1854,419
1855,163
1856,757
1857,678
1858,413
1859,1148
1860,679
1861,921
1862,933
1863,244
1864,617
1865,900
1866,159
1867,361
1868,255
1869,1143
1870,194
1871,806
1872,241
1873,998
1874,428
1875,121
1876,256
1877,297
1878,297
1879,316
1880,138
1881,104
1882,212
1883,44
1884,323
1885,94
1886,100
1887,1050
1888,39
1889,22
1890,432
1891,362
1892,521
1893,575
1894,51
1895,163
1896,583
1897,502
1898,279
1899,490
1900,111
1901,662
1902,237
1903,140
1904,127
1905,266
1906,116
1907,390
1908,762
1909,1117
1910,475
1911,494
1912,142
1913,274
1914,161
1915,207
1916,22
1917,41
1918,369
1919,132
1920,165
1921,480
1922,355
1923,115
1924,129
1925,309
1926,1087
1927,131
1928,114
1929,133
1930,440
1931,546
1932,774
1933,338
1934,227
1935,581
1936,414
1937,257
1938,554
1939,969
1940,1077
1941,366
1942,85
1943,386
1944,731
1945,759
1946,782
1947,775
1948,991
1949,540
1950,584
1951,118
1952,64
1953,214
1954,1116
1955,1426
1956,467
1957,1372
1958,366
1959,767
1960,1028
1961,459
1962,690
1963,1154
1964,1369
1965,342
1966,1201
1967,193
1968,508
1969,624
1970,660
1971,371
1972,236
1973,332
1974,435
1975,80
1976,596
1977,564
1978,181
1979,1348
1980,750
1981,292
1982,945
1983,820
1984,1018
1985,980
1986,1077
1987,1037
1988,866
1989,73
1990,398
1991,937
1992,588
1993,265
1994,855
1995,153
1996,406
1997,555
1998,214
1999,569
2000,499
2001,404
2002,1169
2003,139
2004,94
2005,731
2006,599
2007,261
2008,904
2009,980
2010,727
2011,584
2012,658
2013,1192
2014,1092
2015,652
2016,823
2017,166
2018,404
2019,720
2020,859
2021,197
2022,662
2023,558
2024,706
2025,847
2026,1579
2027,843
2028,79
2029,625
2030,1036
2031,293
2032,1010
2033,668
2034,856
2035,245
2036,700
2037,1318
2038,401
2039,785
2040,1158
2041,223
2042,410
2043,342
2044,777
2045,624
2046,486
2047,147
2048,282
2049,468
2050,397
2051,1101
2052,1136
2053,856
2054,127
2055,679
2056,397
2057,1259
2058,484
2059,1057
2060,601
2061,1026
2062,885
2063,278
2064,31
2065,535
2066,148
2067,177
2068,46
2069,441
2070,721
2071,154
2072,254
2073,437
2074,876
2075,1013
2076,622
2077,836
2078,499
2079,506
2080,877
2081,353
2082,87
2083,238
2084,352
2085,1015
2086,681
2087,101
2088,248
2089,82
2090,513
2091,283
2092,136
2093,63
2094,1001
2095,990
2096,1253
2097,1350
2098,198
2099,912
2100,597
2101,750
2102,1483
2103,651
2104,877
2105,397
2106,1106
2107,261
2108,1468
2109,1309
2110,464
2111,717
2112,715
2113,89
2114,640
2115,1123
2116,202
2117,205
2118,121
2119,324
2120,78
2121,686
2122,688
2123,955
2124,652
2125,198
2126,537
2127,324
2128,473
2129,1095
2130,369
2131,458
2132,295
2133,446
2134,88
2135,324
2136,303
2137,477
2138,513
2139,327
2140,919
2141,359
2142,456
2143,489
2144,307
2145,985
2146,949
2147,617
2148,221
2149,705
2150,186
2151,477
2152,624
2153,96
2154,213
2155,63
2156,1497
2157,839
2158,228
2159,171
2160,417
2161,153
2162,31
2163,1092
2164,299
2165,995
2166,914
2167,55
2168,1371
2169,606
2170,836
2171,577
2172,205
2173,284
2174,512
2175,792
2176,1030
2177,275
2178,430
2179,347
2180,69
2181,397
2182,354
2183,504
2184,823
2185,102
2186,143
2187,623
2188,143
2189,285
2190,457
2191,737
2192,427
2193,661
2194,373
2195,232
2196,235
2197,108
2198,669
2199,949
2200,306
2201,110
2202,416
2203,655
2204,379
2205,291
2206,173
2207,404
2208,501
2209,461
2210,198
2211,128
2212,100
2213,850
2214,382
2215,986
2216,543
2217,127
2218,873
2219,1097
2220,323
2221,186
2222,244
2223,583
2224,854
2225,115
2226,242
2227,542
2228,154
2229,520
2230,99
2231,141
2232,458
2233,55
2234,1049
2235,1111
2236,154
2237,229
2238,279
2239,474
2240,279
2241,796
2242,342
2243,429
2244,177
2245,739
2246,248
2247,273
2248,1152
2249,268
2250,450
2251,1214
2252,567
2253,219
2254,655
2255,916
2256,914
2257,180
2258,67
2259,379
2260,574
2261,60
2262,513
2263,28
2264,419
2265,837
2266,216
2267,133
2268,75
2269,192
2270,330
2271,213
2272,280
2273,862
2274,961
2275,437
2276,1072
2277,986
2278,1090
2279,387
2280,496
2281,932
2282,749
2283,615
2284,624
2285,418
2286,338
2287,196
2288,113
2289,310
2290,360
2291,168
2292,323
2293,27
2294,914
2295,202
2296,315
2297,771
2298,844
2299,557
2300,702
2301,44
2302,618
2303,731
2304,324
2305,373
2306,579
2307,288
2308,61
2309,142
2310,102
2311,204
2312,295
2313,307
2314,470
2315,273
2316,26
2317,365
2318,32
2319,210
2320,208
2321,240
2322,412
2323,708
2324,344
2325,954
2326,1193
2327,810
2328,434
2329,568
2330,1043
2331,226
2332,27
2333,167
2334,206
2335,254
2336,1175
2337,282
2338,187
2339,423
2340,1048
2341,158
2342,401
2343,130
2344,90
2345,229
2346,593
2347,1126
2348,269
2349,1112
2350,322
2351,303
2352,134
2353,106
2354,544
2355,895
2356,413
2357,143
2358,378
2359,103
2360,93
2361,455
2362,476
2363,337
2364,192
2365,923
2366,264
2367,96
2368,479
2369,141
2370,360
2371,305
2372,309
2373,671
2374,529
2375,151
2376,421
2377,553
2378,96
2379,91
2380,682
2381,688
2382,514
2383,483
2384,6
2385,291
2386,182
2387,369
2388,577
2389,560
2390,480
2391,623
2392,946
2393,1021
2394,1218
2395,749
2396,94
2397,1047
2398,1259
2399,202
2400,578
2401,137
2402,114
2403,152
2404,257
2405,260
2406,139
2407,527
2408,885
2409,412
2410,204
2411,1202
2412,511
2413,394
2414,119
2415,313
2416,311
2417,288
2418,184
2419,94
2420,101
2421,181
2422,458
2423,641
2424,776
2425,1510
2426,939
2427,591
2428,562
2429,232
2430,1092
2431,266
2432,615
2433,455
2434,306
2435,550
2436,721
2437,1447
2438,88
2439,666
2440,35
2441,299
2442,300
2443,801
2444,450
2445,36
2446,634
2447,879
2448,1140
2449,362
2450,219
2451,163
2452,910
2453,119
2454,1157
2455,230
2456,228
2457,290
2458,103
2459,29
2460,758
2461,804
2462,927
2463,90
2464,997
2465,683
2466,364
2467,67
2468,988
2469,342
2470,405
2471,867
2472,344
2473,1014
2474,581
2475,72
2476,153
2477,940
2478,654
2479,930
2480,251
2481,411
2482,88
2483,138
2484,209
2485,73
2486,253
2487,675
2488,838
2489,76
2490,194
2491,454
2492,821
2493,135
2494,165
2495,329
2496,177
2497,283
2498,329
2499,35
2500,804
2501,52
2502,283
2503,512
2504,972
2505,244
2506,488
2507,823
2508,685
2509,812
2510,1212
2511,211
2512,547
2513,818
2514,333
2515,16
2516,198
2517,734
2518,674
2519,1220
2520,66
2521,33
2522,1109
2523,194
2524,506
2525,181
2526,489
2527,321
2528,147
2529,403
2530,972
2531,1138
2532,214
2533,188
2534,31
2535,369
2536,771
2537,520
2538,345
2539,714
2540,677
2541,338
2542,147
2543,324
2544,347
2545,409
2546,166
2547,459
2548,570
2549,1013
2550,885
2551,1116
2552,677
2553,872
2554,502
2555,321
2556,72
2557,169
2558,859
2559,399
2560,373
2561,705
2562,544
2563,112
2564,831
2565,772
2566,310
2567,338
2568,722
2569,705
2570,280
2571,102
2572,134
2573,523
2574,607
2575,77
2576,226
2577,171
2578,1164
2579,228
2580,1216
2581,132
2582,169
2583,436
2584,401
2585,260
2586,494
2587,778
2588,306
2589,791
2590,742
2591,32
2592,187
2593,174
2594,314
2595,900
2596,40
2597,52
2598,293
2599,513
2600,300
2601,121
2602,838
2603,29
2604,1229
2605,166
2606,715
2607,587
2608,425
2609,665
2610,1432
2611,948
2612,506
2613,1057
2614,893
2615,1112
2616,340
2617,838
2618,1057
2619,786
2620,235
2621,1275
2622,486
2623,545
2624,758
2625,293
2626,1117
2627,616
2628,686
2629,358
2630,789
2631,485
2632,696
2633,26
2634,495
2635,501
2636,380
2637,77
2638,230
2639,223
2640,85
2641,794
2642,20
2643,50
2644,63
2645,559
2646,383
2647,1069
2648,933
2649,23
2650,286
2651,212
2652,109
2653,107
2654,47
2655,250
2656,1033
2657,504
2658,136
2659,418
2660,810
2661,404
2662,573
2663,146
2664,805
2665,367
2666,193
2667,78
2668,525
2669,323
2670,79
2671,660
2672,277
2673,386
2674,912
2675,333
2676,229
2677,48
2678,623
2679,1021
2680,642
2681,506
2682,838
2683,355
2684,542
2685,984
2686,311
2687,960
2688,838
2689,487
2690,164
2691,666
2692,1034
2693,696
2694,153
2695,28
2696,272
2697,858
2698,437
2699,709
2700,76
2701,413
2702,292
2703,999
2704,588
2705,360
2706,589
2707,787
2708,890
2709,280
2710,405
2711,606
2712,488
2713,60
2714,765
2715,519
2716,590
2717,419
2718,45
2719,703
2720,188
2721,175
2722,45
2723,644
2724,1060
2725,258
2726,326
2727,569
2728,316
2729,38
2730,761
2731,251
2732,559
2733,214
2734,284
2735,290
2736,895
2737,493
2738,978
2739,1144
2740,974
2741,28
2742,474
2743,574
2744,254
2745,657
2746,621
2747,1142
2748,273
2749,744
2750,170
2751,1107
2752,738
2753,681
2754,737
2755,709
2756,88
2757,694
2758,409
2759,455
2760,99
2761,145
2762,146
2763,178
2764,355
2765,250
2766,722
2767,932
2768,752
2769,894
2770,742
2771,905
2772,103
2773,742
2774,491
2775,135
2776,420
2777,188
2778,345
2779,205
2780,16
2781,1056
2782,289
2783,623
2784,147
2785,566
2786,1433
2787,513
2788,274
2789,270
2790,1213
2791,1305
2792,334
2793,874
2794,678
2795,144
2796,440
2797,315
2798,149
2799,791
2800,154
2801,716
2802,691
2803,1019
2804,793
2805,519
2806,1223
2807,116
2808,812
2809,279
2810,112
2811,172
2812,619
2813,1150
2814,81
2815,94
2816,1084
2817,160
2818,120
2819,80
2820,82
2821,561
2822,634
2823,865
2824,956
2825,228
2826,292
2827,144
2828,498
2829,259
2830,98
2831,400
2832,130
2833,572
2834,420
2835,162
2836,220
2837,241
2838,196
2839,630
2840,354
2841,239
2842,108
2843,163
2844,98
2845,24
2846,24
2847,209
2848,192
2849,107
2850,123
2851,190
2852,110
2853,494
2854,869
2855,134
2856,561
2857,806
2858,49
2859,26
2860,181
2861,168
2862,962
2863,1276
2864,82
2865,429
2866,630
2867,71
2868,448
2869,935
2870,455
2871,391
2872,691
2873,220
2874,61
2875,765
2876,109
2877,520
2878,1087
2879,355
2880,143
2881,33
2882,370
2883,838
2884,765
2885,158
2886,574
2887,113
2888,406
2889,154
2890,323
2891,730
2892,174
2893,772
2894,688
2895,126
2896,395
2897,902
2898,249
2899,396
2900,941
2901,417
2902,314
2903,566
2904,69
2905,582
2906,1177
2907,378
2908,23
2909,134
2910,333
2911,94
2912,509
2913,360
2914,249
2915,1411
2916,956
2917,244
2918,529
2919,569
2920,307
2921,277
2922,332
2923,61
2924,488
2925,112
2926,470
2927,335
2928,265
2929,1095
2930,31
2931,153
2932,313
2933,769
2934,207
2935,175
2936,530
2937,43
